,date,low,high,open,close,SMA,FRAMA,WMA,TEMA,ATR_diff,ATR,Line,line_change,change_SMA,upper_band,lower_band,upper_band_1,lower_band_1,upper_band_2,lower_band_2
0,2000-09-22,1436.75,1489.75,1485.25,1468.5,,1468.5,,1468.5,53.0,53.0,,,,,,,,,
1,2000-09-29,1438.25,1481.0,1469.5,1454.0,,1454.0,,1455.5657056473385,42.75,52.06818181818181,,,,,,,,,
2,2000-10-06,1411.5,1474.0,1453.75,1426.25,,1426.25,,1432.5513757967803,62.5,53.016528925619824,,,,,,,,,
3,2000-10-13,1339.0,1426.75,1425.25,1386.25,,1386.25,,1399.664363454946,87.75,56.17411720510893,,,,,,,,,
4,2000-10-20,1324.0,1422.0,1386.0,1411.0,,1411.0,,1399.793354811132,98.0,59.97647018646266,,,,,,,,,
5,2000-10-27,1348.5,1428.75,1411.0,1401.0,,1401.0,,1395.8132717102515,80.25,61.81951835132969,,,,,,,,,
6,2000-11-03,1387.0,1445.5,1398.0,1436.75,,1436.75,,1410.7792931335664,58.5,61.51774395575426,,,,,,,,,
7,2000-11-10,1370.5,1455.0,1436.0,1372.25,,1372.25,,1392.7582255148695,84.5,63.6070399597766,,,,,,,,,
8,2000-11-17,1335.0,1404.5,1369.0,1370.5,,1370.5,1400.6888888888889,1380.773769622822,69.5,64.14276359979691,1400.6888888888889,,,1464.8316524886857,1336.546125289092,1503.317310648564,1298.0604671292137,1548.2172451684219,1253.1605326093559
9,2000-11-27,1320.25,1373.5,1369.75,1359.0,,1359.0,1389.6777777777777,1368.799649059037,53.25,63.152512363451734,1389.6777777777777,0.9921387888499309,0.9921387888499309,1452.8302901412294,1326.525265414326,1490.7217975593005,1288.6337579962549,1534.9285562137165,1244.4269993418388
10,2000-12-04,1296.75,1364.5,1358.5,1329.5,,1329.5,1375.2,1350.2740517299667,67.75,63.57046578495612,1375.2,0.9895819174708766,0.9895819174708766,1438.770465784956,1311.629534215044,1476.9127452559298,1273.4872547440702,1521.4120713053992,1228.987928694601
11,2000-12-11,1329.0,1392.0,1331.5,1383.0,,1383.0,1374.1888888888889,1356.3709026384956,63.0,63.518605259051014,1374.1888888888889,0.999264753409605,0.9992647534096049,1437.70749414794,1310.6702836298377,1475.8186573033704,1272.5591204744073,1520.281680984706,1228.0960967930716
12,2000-12-18,1317.75,1387.75,1380.5,1346.0,,1346.0,1366.7388888888888,1348.8561780644293,70.0,64.10782296277365,1366.7388888888888,0.9945786201153003,0.9945786201153003,1430.8467118516626,1302.631065926115,1469.3114056293266,1264.166372148451,1514.1868817032682,1219.2908960745094
13,2000-12-26,1270.25,1366.75,1346.75,1336.5,,1336.5,1358.2833333333333,1340.6810397555757,96.5,67.05256632979423,1358.2833333333333,0.993813335067659,0.9938133350676591,1425.3358996631275,1291.230767003539,1465.5674394610041,1250.9992272056625,1512.50423589186,1204.0624307748067
14,2001-01-03,1288.75,1367.25,1337.5,1359.0,,1359.0,1355.9833333333333,1342.1765081455947,78.5,68.09324211799475,1355.9833333333333,0.998306686135686,0.9983066861356862,1424.0765754513282,1287.8900912153385,1464.932520722125,1247.0341459445417,1512.5977902047212,1199.3688764619455
15,2001-01-10,1287.5,1380.0,1360.0,1327.0,,1327.0,1348.2166666666667,1333.827792521401,92.5,70.31203828908613,1348.2166666666667,0.99427229931538,0.9942722993153801,1418.5287049557528,1277.9046283775806,1460.7159279292046,1235.7174054041288,1509.9343547315648,1186.4989786017686
16,2001-01-18,1319.5,1364.0,1325.75,1356.0,,1356.0,1348.6888888888889,1336.6358858573549,44.5,67.96548935371466,1348.6888888888889,1.0003502569237552,1.0003502569237552,1416.6543782426036,1280.7233995351742,1457.4336718548323,1239.9441059229455,1505.0095144024326,1192.3682633753451
17,2001-01-25,1341.25,1379.0,1359.0,1365.0,,1365.0,1351.3222222222223,1341.8502328815277,37.75,65.21862668519515,1351.3222222222223,1.0019525135522567,1.001952513552257,1416.5408489074175,1286.103595537027,1455.6720249185346,1246.97241952591,1501.3250635981713,1201.3193808462734
18,2001-02-01,1350.25,1394.0,1364.25,1382.5,,1382.5,1357.5777777777778,1351.3171867768558,43.75,63.2669333501774,1357.5777777777778,1.0046292108963237,1.0046292108963242,1420.8447111279552,1294.3108444276004,1458.8048711380616,1256.350684417494,1503.0917244831858,1212.0638310723698
19,2001-02-08,1333.75,1386.0,1382.5,1335.25,,1335.25,1353.861111111111,1345.370960459837,52.25,62.26539395470673,1353.861111111111,0.997262280859701,0.9972622808597016,1416.1265050658178,1291.5957171564044,1453.485741438642,1254.2364807835802,1497.0715172069365,1210.6507050152857
20,2001-02-15,1308.5,1342.0,1336.25,1333.0,1378.0119047619048,1335.0317367439764,1349.5666666666666,1340.2476646913997,33.5,59.65035814064248,1349.5666666666666,0.9968280022158846,0.9968280022158852,1409.2170248073091,1289.916308526024,1445.0072396916946,1254.1260936416386,1486.7624903901442,1212.370842943189
21,2001-02-23,1217.0,1330.25,1330.25,1247.5,1367.4880952380952,1318.027441861866,1329.2833333333333,1312.4788639259066,113.25,64.52305285512952,1329.2833333333333,0.9849704843530023,0.9849704843530027,1393.8063861884627,1264.7602804782039,1432.5202179015405,1226.0464487651261,1477.6863549001312,1180.8803117665354
22,2001-03-02,1215.5,1277.0,1251.25,1234.0,1357.0119047619048,1300.0342269607477,1308.4888888888888,1286.9706428666684,61.5,64.24822986829956,1308.4888888888888,0.9843566499910144,0.9843566499910148,1372.7371187571885,1244.2406590205892,1411.286056678168,1205.6917210996096,1456.2598175859778,1160.7179601917999
23,2001-03-09,1227.25,1270.5,1236.25,1231.75,1347.75,1285.1895420150402,1289.5222222222221,1266.4275008190903,43.25,62.33929988027232,1289.5222222222221,0.9855049081213274,0.9855049081213278,1351.8615221024945,1227.1829223419497,1389.2651020306578,1189.7793424137865,1432.9026119468485,1146.1418324975957
24,2001-03-16,1154.0,1233.25,1230.0,1169.75,1337.4404761904761,1250.4777659780893,1260.9833333333333,1233.6762320709588,79.25,63.87663625479301,1260.9833333333333,0.9778686335162895,0.9778686335162898,1324.8599695881264,1197.1066970785403,1363.1859513410022,1158.7807153256645,1407.8995967193573,1114.0670699473094
25,2001-03-23,1088.0,1193.25,1164.75,1153.25,1325.1666666666667,1220.7955447953686,1232.638888888889,1203.564889870466,105.25,67.63785114072091,1232.638888888889,0.9775219515633743,0.9775219515633747,1300.2767400296098,1165.001037748168,1340.8594507140424,1124.4183270637354,1388.205946512547,1077.071831265231
26,2001-03-30,1143.75,1194.5,1153.25,1174.0,1314.357142857143,1209.6633350325606,1212.95,1185.6181034003887,50.75,66.10259194610991,1212.95,0.9840270422535211,0.9840270422535217,1279.05259194611,1146.8474080538901,1318.7141471137759,1107.1858528862242,1364.9859614760528,1060.9140385239473
27,2001-04-06,1098.5,1178.75,1173.0,1140.5,1300.25,1192.0481027550227,1190.8055555555557,1163.0760831204532,80.25,67.38871995100901,1190.8055555555557,0.9817433163407854,0.981743316340786,1258.1942755065647,1123.4168356045466,1298.6275074771702,1082.9836036339411,1345.7996114428763,1035.811499668235
28,2001-04-16,1133.5,1195.25,1138.0,1182.0,1291.1904761904761,1184.0005740606057,1182.338888888889,1156.6688664200826,61.75,66.87610904637182,1182.338888888889,0.9928899671090998,0.9928899671091005,1249.2149979352607,1115.4627798425172,1289.3406633630839,1075.337114414694,1336.153939695544,1028.5238380822339
29,2001-04-23,1167.0,1268.0,1180.25,1226.0,1284.3095238095239,1219.711434961595,1186.0777777777778,1163.919428014838,101.0,69.97828095124711,1186.0777777777778,1.0031622819176678,1.0031622819176684,1256.056058729025,1116.0994968265306,1298.0430272997733,1074.1125282557823,1347.0278239656461,1025.1277315899094
30,2001-04-30,1212.75,1274.75,1226.0,1254.25,1279.3214285714287,1254.25,1197.8444444444444,1178.022312354775,62.0,69.25298268295192,1197.8444444444444,1.009920653507827,1.0099206535078273,1267.0974271273963,1128.5914617614926,1308.6492167371675,1087.0396721517213,1357.126304615234,1038.562584273655
31,2001-05-07,1235.0,1278.25,1253.25,1263.5,1276.1785714285713,1260.298129604968,1211.3111111111111,1192.6258330799817,43.25,66.88907516631993,1211.3111111111111,1.0112424169341225,1.0112424169341228,1278.2001862774312,1144.422035944791,1318.333631377223,1104.2885908449994,1365.155983993647,1057.4662382285753
32,2001-05-14,1243.5,1277.0,1266.25,1252.0,1269.9404761904761,1256.4303428396843,1221.8222222222223,1202.1489023225106,33.5,63.853704696654475,1221.8222222222223,1.0086774661065145,1.0086774661065148,1285.6759269188767,1157.968517525568,1323.9881497368694,1119.6562947075752,1368.6857430245277,1074.958701419917
33,2001-05-21,1236.0,1317.0,1252.25,1314.75,1268.452380952381,1264.6699191515631,1244.4333333333334,1226.5919820296228,81.0,65.41245881514043,1244.4333333333334,1.0185060565275907,1.0185060565275912,1309.8457921484737,1179.020874518193,1349.093267437558,1139.7733992291087,1394.8819886081565,1093.9846780585103
34,2001-05-29,1266.5,1319.25,1314.75,1268.5,1265.2142857142858,1264.839773144749,1254.5722222222223,1235.0456937090546,52.75,64.2613261955822,1254.5722222222223,1.0081473941731622,1.008147394173163,1318.8335484178044,1190.3108960266402,1357.3903441351538,1151.7541003092908,1402.3732724720614,1106.7711719723832
35,2001-06-05,1246.75,1288.5,1267.25,1284.5,1261.6666666666667,1265.5006512762388,1265.35,1246.3157725671035,41.75,62.21484199598382,1265.35,1.0085907989885883,1.008590798988589,1327.5648419959837,1203.1351580040161,1364.893747193574,1165.8062528064258,1408.4441365907626,1122.2558634092372
36,2001-06-12,1235.5,1286.25,1284.75,1253.75,1258.1785714285713,1265.1056533692256,1267.5222222222221,1247.8710752455413,50.75,61.172583632712566,1267.5222222222221,1.0017166967417885,1.0017166967417894,1328.6948058549347,1206.3496385895096,1365.3983560345623,1169.646088409882,1408.219164577461,1126.8252798669832
37,2001-06-19,1204.25,1260.0,1253.0,1224.5,1251.9166666666667,1262.8763955326592,1261.3277777777778,1241.8273240592803,55.75,60.67962148428415,1261.3277777777778,0.9951129500249832,0.995112950024984,1322.0073992620619,1200.6481562934937,1358.4151721526325,1164.240383402923,1400.8909071916314,1121.7646483639242
38,2001-06-26,1206.0,1249.25,1223.5,1220.75,1245.047619047619,1259.7901186485078,1253.4388888888889,1236.0525922846452,43.25,59.09511044025831,1253.4388888888889,0.9937455679420716,0.9937455679420722,1312.5339993291473,1194.3437784486305,1347.9910655933022,1158.8867121844755,1389.357642901483,1117.5201348762948
39,2001-07-03,1213.25,1248.25,1220.75,1245.25,1238.5119047619048,1258.751388616803,1250.5666666666666,1237.6830219276137,35.0,56.90464585478028,1250.5666666666666,0.9977085263209216,0.9977085263209223,1307.4713125214469,1193.6620208118864,1341.614100034315,1159.5192332990182,1381.4473521326613,1119.685981200672
40,2001-07-11,1174.0,1245.25,1245.25,1185.25,1231.3690476190477,1250.7195697296286,1235.8944444444444,1223.9728676874477,71.25,58.208768958891156,1235.8944444444444,0.9882675409369974,0.9882675409369981,1294.1032134033355,1177.6856754855532,1329.0284747786702,1142.7604141102186,1369.774613049894,1102.0142758389948
41,2001-07-18,1186.25,1225.75,1187.5,1212.0,1225.607142857143,1247.4167671194725,1228.3111111111111,1219.6387114275096,39.5,56.507971780810145,1228.3111111111111,0.9938640930320372,0.9938640930320379,1284.8190828919212,1171.803139330301,1318.7238659604075,1137.8983562618148,1358.2794462069744,1098.3427760152479
42,2001-07-25,1168.5,1231.5,1210.0,1191.5,1222.9404761904761,1242.6470332179008,1217.5166666666667,1211.0974478292069,63.0,57.09815616437286,1217.5166666666667,0.991211962224554,0.9912119622245549,1274.6148228310394,1160.4185105022939,1308.8737165296632,1126.1596168036701,1348.8424258447242,1086.1909074886091
43,2001-08-01,1186.0,1227.75,1192.5,1221.5,1222.345238095238,1241.5854710055376,1215.4611111111112,1211.8510965005457,41.75,55.70286924033896,1215.4611111111112,0.9983116817930853,0.9983116817930863,1271.1639803514502,1159.7582418707723,1304.5857018956535,1126.336520326569,1343.577710363891,1087.3445118583315
44,2001-08-08,1183.75,1234.25,1220.25,1185.5,1220.142857142857,1238.77003036814,1207.25,1203.6236658799696,50.5,55.229881127580875,1207.25,0.9932444476947476,0.9932444476947486,1262.479881127581,1152.020118872419,1295.6178098041294,1118.8821901958706,1334.278726593436,1080.221273406564
45,2001-08-15,1172.0,1202.75,1185.75,1181.0,1220.6785714285713,1233.066706377227,1200.338888888889,1195.9397260753647,30.75,53.00443738870989,1200.338888888889,0.9942753273049402,0.9942753273049411,1253.3433262775989,1147.334451500179,1285.145988710825,1115.531789066953,1322.2490948829218,1078.4286828948561
46,2001-08-22,1155.25,1186.0,1181.25,1167.75,1221.3690476190477,1227.3840688285693,1192.3944444444444,1186.526930641425,30.75,50.98130671700899,1192.3944444444444,0.9933814987434103,0.9933814987434112,1243.3757511614533,1141.4131377274355,1273.9645351916588,1110.82435369723,1309.651449893565,1075.1374389953237
47,2001-08-29,1148.25,1192.0,1169.0,1152.0,1220.3214285714287,1218.8528186834496,1182.5611111111111,1175.0887663614017,43.75,50.3239151972809,1182.5611111111111,0.9917532882016112,0.9917532882016121,1232.885026308392,1132.2371959138302,1263.0793754267606,1102.0428467954616,1298.3061160648572,1066.816106157365
48,2001-09-06,1103.0,1158.5,1152.25,1103.5,1218.5595238095239,1163.1636402767053,1164.5555555555557,1153.8019060446034,55.5,50.794468361164455,1164.5555555555557,0.9847741014089008,0.9847741014089016,1215.3500239167201,1113.7610871943912,1245.8267049334188,1083.2844061776925,1281.3828327862338,1047.7282783248775
49,2001-09-18,1018.5,1109.0,1106.75,1035.0,1211.5595238095239,1037.2571180201894,1136.0,1119.4533517983257,90.5,54.40406214651314,1136.0,0.9754794389848296,0.9754794389848306,1190.404062146513,1081.595937853487,1223.046499434421,1048.953500565579,1261.1293429369803,1010.8706570630197
50,2001-09-25,939.0,1045.0,1037.0,1018.25,1201.6666666666667,1028.4166186988602,1107.4333333333334,1087.419530979977,106.0,59.09460195137558,1107.4333333333334,0.9748532863849766,0.9748532863849777,1166.527935284709,1048.3387313819578,1201.9846964555343,1012.8819702111325,1243.3509178214972,971.5157488451696
51,2001-10-02,1000.25,1056.0,1018.0,1055.5,1192.202380952381,1041.0135107557044,1090.6222222222223,1070.9407818025031,55.75,58.79054722852325,1090.6222222222223,0.9848197533837,0.9848197533837011,1149.4127694507456,1031.831674993699,1184.6870977878596,996.5573466565851,1225.8404808478258,955.4039635966187
52,2001-10-09,1041.25,1087.5,1054.25,1060.0,1182.5119047619048,1049.844415320001,1077.7333333333333,1059.1716014125466,46.25,57.65049748047568,1077.7333333333333,0.9881820775092709,0.988182077509272,1135.383830813809,1020.0828358528577,1169.9741293020945,985.4925373645723,1210.3294775384275,945.1371891282392
53,2001-10-16,1054.75,1106.0,1060.0,1098.75,1175.2142857142858,1098.446341376983,1076.1833333333334,1059.8758181934786,51.25,57.0686340731597,1076.1833333333334,0.9985617963627367,0.9985617963627378,1133.2519674064931,1019.1146992601737,1167.4931478503888,984.8735188162779,1207.4411917016007,944.9254749650661
54,2001-10-23,1058.75,1114.5,1097.5,1088.25,1164.4285714285713,1088.25,1074.4611111111112,1058.5428332950637,55.75,56.948758248327,1074.4611111111112,0.9983996943932519,0.9983996943932532,1131.4098693594383,1017.5123528627843,1165.5791243084345,983.343097913788,1205.4432550822632,943.4789671399592
55,2001-10-30,1053.5,1112.5,1087.0,1059.25,1154.4642857142858,1059.25,1069.0,1050.8691718147427,59.0,57.13523477120637,1069.0,0.9949173487484682,0.9949173487484694,1126.1352347712063,1011.8647652287937,1160.41637563393,977.5836243660698,1200.4110399737747,937.5889600262253
56,2001-11-06,1053.25,1121.75,1059.0,1121.0,1146.6785714285713,1121.0,1078.3,1060.6058478154134,68.5,58.16839524655124,1078.3,1.0086997193638914,1.0086997193638927,1136.4683952465512,1020.1316047534488,1171.369432394482,985.230567605518,1212.0873090670677,944.5126909329322
57,2001-11-13,1096.5,1142.0,1120.5,1141.75,1141.345238095238,1141.75,1092.4388888888889,1074.428996028158,45.5,57.016722951410216,1092.4388888888889,1.0131122033653797,1.0131122033653808,1149.455611840299,1035.4221659374787,1183.6656456111452,1001.2121321666325,1223.5773516771324,961.3004261006454
58,2001-11-20,1130.25,1155.5,1141.5,1144.25,1137.5238095238096,1142.5857690630423,1106.2277777777779,1086.9764605703497,25.25,54.12883904673656,1106.2277777777779,1.012622114636466,1.0126221146364673,1160.3566168245145,1052.0989387310412,1192.8339202525563,1019.6216353029994,1230.724107585272,981.7314479702839
59,2001-11-28,1128.25,1164.75,1143.25,1129.25,1133.1666666666667,1141.8180366475644,1114.588888888889,1094.009990637058,36.5,52.52621731521506,1114.588888888889,1.007558218369735,1.007558218369736,1167.115106204104,1062.062671573674,1198.630836593233,1030.546941184545,1235.3991887138836,993.7785890638943
60,2001-12-05,1125.0,1175.25,1129.75,1169.0,1129.5357142857142,1143.2487068575679,1128.4333333333334,1110.0703180624687,50.25,52.31928846837732,1128.4333333333334,1.012421121888489,1.0124211218884904,1180.7526218017108,1076.114044864956,1212.144194882737,1044.7224717839297,1248.7676968106011,1008.0989698560655
61,2001-12-12,1125.75,1174.5,1168.5,1137.75,1127.2738095238096,1142.935490363925,1133.5055555555555,1115.8018544637544,48.75,51.99480769852484,1133.5055555555555,1.00449492413277,1.0044949241327716,1185.5003632540804,1081.5107478570305,1216.6972478731952,1050.3138632379157,1253.0936132621625,1013.9174978489484
62,2001-12-19,1114.25,1153.25,1138.0,1151.75,1124.404761904762,1143.4375811050588,1139.65,1124.2127435763964,39.0,50.81346154411349,1139.65,1.0054207448868067,1.0054207448868082,1190.4634615441137,1088.8365384558865,1220.9515384705817,1058.3484615294185,1256.5209615514611,1022.779038448539
63,2001-12-27,1138.75,1161.0,1151.0,1159.5,1122.8809523809523,1144.0021094932456,1146.1666666666667,1133.2283599586349,22.25,48.216783221921354,1146.1666666666667,1.0057181298351834,1.005718129835185,1194.383449888588,1097.9498834447454,1223.313519821741,1069.0198135115925,1257.0652680770859,1035.2680652562476
64,2002-01-04,1136.5,1178.25,1159.0,1175.25,1120.6785714285713,1144.8810010734048,1154.25,1144.6812407311472,41.75,47.62889383811032,1154.25,1.0070524938199796,1.0070524938199812,1201.8788938381103,1106.6211061618897,1230.4562301409765,1078.0437698590235,1263.7964558276537,1044.7035441723463
65,2002-01-11,1145.25,1178.5,1173.25,1147.75,1118.8809523809523,1145.3897502614618,1154.2555555555555,1147.3132694812202,33.25,46.321721671009385,1154.2555555555555,1.0000048131302193,1.0000048131302208,1200.5772772265648,1107.9338338845462,1228.3703102291704,1080.1408008819405,1260.7955153988771,1047.7155957122338
66,2002-01-18,1124.25,1150.0,1147.5,1129.0,1116.404761904762,1138.7744356471796,1149.9166666666667,1144.7995657928745,25.75,44.45156515546308,1149.9166666666667,0.9962409633915079,0.9962409633915095,1194.36823182213,1105.4651015112036,1221.0391709154076,1078.794162417926,1252.1552665242318,1047.6780668091017
67,2002-01-28,1117.5,1139.75,1129.25,1135.5,1114.8690476190477,1136.8241628434446,1147.161111111111,1144.3197766485546,22.25,42.43324105042098,1147.161111111111,0.9976036910887262,0.9976036910887276,1189.594352161532,1104.72787006069,1215.0542967917845,1079.2679254304376,1244.7575655270794,1049.5646566951427
68,2002-02-04,1080.75,1138.25,1136.0,1095.5,1112.1785714285713,1129.9562573907258,1136.6,1133.94483909401,57.5,43.80294640947362,1136.6,0.9907936984536706,0.9907936984536722,1180.4029464094735,1092.7970535905263,1206.6847142551578,1066.515285744842,1237.3467767417892,1035.8532232582106
69,2002-02-11,1075.5,1112.75,1095.5,1110.0,1112.4880952380952,1126.639609707653,1129.6888888888889,1128.988766540095,37.25,43.20722400861238,1129.6888888888889,0.9939194869689327,0.9939194869689344,1172.8961128975013,1086.4816648802764,1198.8204473026688,1060.557330475109,1229.0655041086973,1030.3122736690805
70,2002-02-18,1102.5,1125.5,1110.5,1104.75,1115.8095238095239,1125.7257010102976,1123.0388888888888,1123.624649802401,23.0,41.370203644193076,1123.0388888888888,0.9941134235581084,0.9941134235581099,1164.4090925330818,1081.6686852446958,1189.2312147195978,1056.8465630581798,1218.1903572705328,1027.8874205072448
71,2002-02-25,1073.75,1113.5,1104.0,1109.75,1120.1666666666667,1125.1106604840386,1118.1222222222223,1120.4940069039396,39.75,41.22291240381189,1118.1222222222223,0.9956219978530477,0.9956219978530492,1159.3451346260342,1076.8993098184103,1184.0788820683213,1052.1655623761233,1212.9349207509897,1023.3095236934549
72,2002-03-04,1100.5,1154.75,1109.25,1152.25,1124.7738095238096,1126.1554843479464,1122.638888888889,1128.5559150322867,54.25,42.40719309437444,1122.638888888889,1.0040395106875615,1.004039510687563,1165.0460819832633,1080.2316957945145,1190.490397839888,1054.78737993789,1220.17543300595,1025.1023447718278
73,2002-03-11,1144.5,1173.5,1152.5,1166.5,1129.845238095238,1127.7086876860853,1130.1666666666667,1138.813498217725,29.0,41.18835735852222,1130.1666666666667,1.0067054311518002,1.0067054311518018,1171.3550240251889,1088.9783093081446,1196.0680384403022,1064.2652948930313,1224.8998885912679,1035.4334447420656
